gbifID	species	country
1934934778	Tringa glareola	Russia
1934934800	Tringa totanus	Russia
1934934805	Cuculus canorus	Russia
1934934821	Cuculus canorus	Russia
1934934824	Tringa glareola	Russia
1934934832	Tringa totanus	Russia
1934934834	Sterna hirundo	Russia
1934934835	Vanellus vanellus	Russia
1934934852	Actitis hypoleucos	Russia
1934934856	Tringa ochropus	Russia
1934934858	Sterna hirundo	Russia
1934934860	Larus ridibundus	Russia
1934934865	Larus ridibundus	Russia
1934934866	Actitis hypoleucos	Russia
1934934868	Charadrius dubius	Russia
1934934871	Tringa glareola	Russia
1934934873	Sterna hirundo	Russia
1934934876	Tringa ochropus	Russia
1934934877	Larus ridibundus	Russia
1934934881	Tringa glareola	Russia
1934934885	Vanellus vanellus	Russia
1934934888	Vanellus vanellus	Russia
1934934889	Sterna hirundo	Russia
1934934893	Tringa nebularia	Russia
1934934899	Sterna hirundo	Russia
1934934900	Tringa nebularia	Russia
1934934902	Tringa ochropus	Russia
1934934912	Larus ridibundus	Russia
1934934916	Tringa ochropus	Russia
1934934920	Charadrius dubius	Russia
1934934924	Tringa nebularia	Russia
1934934933	Actitis hypoleucos	Russia
1934934934	Tringa nebularia	Russia
1934934939	Actitis hypoleucos	Russia
1934934942	Tringa ochropus	Russia
1934934947	Actitis hypoleucos	Russia
1934934958	Calidris alpina	Russia
1934935007	Gallinago gallinago	Russia
1934935010	Gallinago gallinago	Russia
1934935032	Scolopax rusticola	Russia
1934935047	Gallinula chloropus	Russia
1934935060	Tachybaptus ruficollis	Russia
1934935074	Tachybaptus ruficollis	Russia
1934935084	Gallinago gallinago	Russia
1934935087	Scolopax rusticola	Russia
1934935089	Fulica atra	Russia
1934935091	Scolopax rusticola	Russia
1934935095	Tachybaptus ruficollis	Russia
1934935105	Phasianus colchicus	Russia
1934935114	Gallinula chloropus	Russia
1934935115	Phasianus colchicus	Russia
1934935116	Fulica atra	Russia
1934935126	Phasianus colchicus	Russia
1934935130	Phasianus colchicus	Russia
1934935131	Fulica atra	Russia
1934935135	Gallinago gallinago	Russia
1934935139	Phasianus colchicus	Russia
1934935146	Phasianus colchicus	Russia
1934935148	Anas crecca	Russia
1934935161	Fulica atra	Russia
1934935169	Anas crecca	Russia
1934935177	Anas penelope	Russia
1934935178	Tetrastes bonasia	Russia
1934935185	Phasianus colchicus	Russia
1934935204	Fulica atra	Russia
1934935208	Anas penelope	Russia
1934935210	Anas crecca	Russia
1934935211	Anas penelope	Russia
1934935218	Anas penelope	Russia
1934935219	Anas crecca	Russia
1934935221	Anas crecca	Russia
1934935227	Anas platyrhynchos	Russia
1934935229	Anas penelope	Russia
1934935239	Anas platyrhynchos	Russia
1934935243	Anas platyrhynchos	Russia
1934935251	Anas penelope	Russia
1934935343	Botaurus stellaris	Russia
1934935364	Botaurus stellaris	Russia
1934935373	Ardea cinerea	Russia
1934935391	Botaurus stellaris	Russia
1934935398	Ardea cinerea	Russia
1934935417	Ardea cinerea	Russia
1934935446	Ardea cinerea	Russia
1934935452	Tachybaptus ruficollis	Russia
1934935456	Tachybaptus ruficollis	Russia
1934935466	Fulica atra	Russia
1934935506	Ardea cinerea	Russia
1934935508	Picus canus	Russia
1934935514	Dryocopus martius	Russia
1934935515	Podiceps cristatus	Russia
1934935521	Picus canus	Russia
1934935525	Picus canus	Russia
1934935528	Dryocopus martius	Russia
1934935531	Jynx torquilla	Russia
1934935535	Dendrocopos leucotos	Russia
1934935537	Jynx torquilla	Russia
1934935539	Dendrocopos minor	Russia
1934935542	Picus canus	Russia
1934935552	Dendrocopos major	Russia
1934935554	Certhia familiaris	Russia
1934935555	Dendrocopos minor	Russia
1934935556	Dendrocopos major	Russia
1934935558	Hirundo rustica	Russia
1934935559	Jynx torquilla	Russia
1934935560	Dryocopus martius	Russia
1934935563	Dendrocopos minor	Russia
1934935564	Alauda arvensis	Russia
1934935566	Hirundo rustica	Russia
1934935568	Dryocopus martius	Russia
1934935569	Dendrocopos leucotos	Russia
1934935570	Anthus cervinus	Russia
1934935573	Hirundo rustica	Russia
1934935576	Jynx torquilla	Russia
1934935578	Jynx torquilla	Russia
1934935583	Hirundo rustica	Russia
1934935586	Picus canus	Russia
1934935590	Anthus hodgsoni	Russia
1934935591	Dendrocopos leucotos	Russia
1934935593	Dendrocopos leucotos	Russia
1934935594	Alauda arvensis	Russia
1934935596	Dryocopus martius	Russia
1934935598	Anthus cervinus	Russia
1934935603	Hirundo rustica	Russia
1934935604	Alauda arvensis	Russia
1934935606	Alauda arvensis	Russia
1934935607	Alauda arvensis	Russia
1934935608	Dendrocopos minor	Russia
1934935610	Hirundo rustica	Russia
1934935612	Alauda arvensis	Russia
1934935613	Dendrocopos leucotos	Russia
1934935618	Anthus hodgsoni	Russia
1934935620	Motacilla alba	Russia
1934935621	Motacilla alba	Russia
1934935622	Hirundo rustica	Russia
1934935623	Hirundo rustica	Russia
1934935624	Motacilla cinerea	Russia
1934935625	Alauda arvensis	Russia
1934935627	Anthus hodgsoni	Russia
1934935635	Alauda arvensis	Russia
1934935638	Alauda arvensis	Russia
1934935641	Anthus cervinus	Russia
1934935642	Motacilla cinerea	Russia
1934935645	Motacilla alba	Russia
1934935648	Pica pica	Russia
1934935649	Motacilla alba	Russia
1934935676	Motacilla alba	Russia
1934935678	Anthus hodgsoni	Russia
1934935680	Pica pica	Russia
1934935681	Motacilla cinerea	Russia
1934935684	Motacilla cinerea	Russia
1934935686	Garrulus glandarius	Russia
1934935688	Corvus frugilegus	Russia
1934935692	Bombycilla garrulus	Russia
1934935694	Corvus corone	Russia
1934935696	Pica pica	Russia
1934935697	Garrulus glandarius	Russia
1934935701	Motacilla cinerea	Russia
1934935704	Motacilla alba	Russia
1934935708	Corvus corone	Russia
1934935712	Pica pica	Russia
1934935720	Corvus corone	Russia
1934935721	Pica pica	Russia
1934935723	Garrulus glandarius	Russia
1934935727	Garrulus glandarius	Russia
1934935728	Corvus corone	Russia
1934935747	Corvus frugilegus	Russia
1934935758	Corvus corone	Russia
1934935768	Corvus frugilegus	Russia
1934936010	Periparus ater	Russia
1934936024	Poecile palustris	Russia
1934936034	Certhia familiaris	Russia
1934936035	Aegithalos caudatus	Russia
1934936037	Poecile palustris	Russia
1934936047	Aegithalos caudatus	Russia
1934936049	Certhia familiaris	Russia
1934936059	Passer montanus	Russia
1934936063	Sitta europaea	Russia
1934936065	Poecile palustris	Russia
1934936070	Poecile palustris	Russia
1934936071	Fringilla montifringilla	Russia
1934936072	Poecile palustris	Russia
1934936077	Passer montanus	Russia
1934936082	Poecile montanus	Russia
1934936085	Aegithalos caudatus	Russia
1934936097	Aegithalos caudatus	Russia
1934936103	Certhia familiaris	Russia
1934936107	Sitta europaea	Russia
1934936108	Poecile palustris	Russia
1934936109	Picus canus	Russia
1934936112	Poecile palustris	Russia
1934936113	Passer montanus	Russia
1934936117	Poecile montanus	Russia
1934936119	Loxia curvirostra	Russia
1934936123	Sitta europaea	Russia
1934936128	Certhia familiaris	Russia
1934936130	Sitta europaea	Russia
1934936139	Emberiza schoeniclus	Russia
1934936141	Passer montanus	Russia
1934936143	Certhia familiaris	Russia
1934936149	Coccothraustes coccothraustes	Russia
1934936154	Passer montanus	Russia
1934936155	Fringilla montifringilla	Russia
1934936163	Passer montanus	Russia
1934936165	Sitta europaea	Russia
1934936168	Emberiza rustica	Russia
1934936175	Emberiza rustica	Russia
1934936177	Emberiza schoeniclus	Russia
1934936178	Fringilla montifringilla	Russia
1934936185	Emberiza rustica	Russia
1934936187	Pyrrhula pyrrhula	Russia
1934936196	Emberiza pusilla	Russia
1934936203	Emberiza rustica	Russia
1934936207	Loxia curvirostra	Russia
1934936209	Emberiza schoeniclus	Russia
1934936224	Emberiza schoeniclus	Russia
1934936229	Emberiza schoeniclus	Russia
1934936245	Emberiza rustica	Russia
1934936248	Emberiza rustica	Russia
1934936287	Emberiza schoeniclus	Russia
1934936297	Coccothraustes coccothraustes	Russia
1934936858	Fulica atra	Russia
1934936873	Coccothraustes coccothraustes	Russia
1934936874	Circus aeruginosus	Russia
1934936879	Ardea cinerea	Russia
1934936883	Merops apiaster	Russia
1934936901	Sylvia curruca	Russia
1934936903	Apus apus	Russia
1934936908	Circus aeruginosus	Russia
1934936917	Riparia riparia	Russia
1934936920	Apus apus	Russia
1934936921	Circus aeruginosus	Russia
1934936926	Motacilla alba	Russia
1934936935	Motacilla alba	Russia
1934936938	Apus apus	Russia
1934936946	Remiz pendulinus	Russia
1934936948	Motacilla alba	Russia
1934936959	Setophaga striata	Russia
1934936961	Fulica atra	Russia
1934936966	Saxicola rubetra	Russia
1934936967	Remiz pendulinus	Russia
1934936969	Sylvia communis	Russia
1934936974	Saxicola rubetra	Russia
1934936987	Apus apus	Russia
1934936996	Linaria cannabina	Russia
1934936997	Saxicola rubetra	Russia
1934937001	Riparia riparia	Russia
1934937014	Motacilla flava	Russia
1934937027	Acrocephalus dumetorum	Russia
1934937039	Motacilla flava	Russia
1934937048	Linaria cannabina	Russia
1934937050	Phylloscopus trochilus	Russia
1934937052	Hippolais icterina	Russia
1934937055	Ficedula albicollis	Russia
1934937060	Saxicola rubetra	Russia
1934937069	Motacilla flava	Russia
1934937074	Acrocephalus dumetorum	Russia
1934937079	Emberiza citrinella	Russia
1934937080	Emberiza citrinella	Russia
1934937081	Ficedula albicollis	Russia
1934937083	Acrocephalus dumetorum	Russia
1934937091	Chloris chloris	Russia
1934937095	Luscinia luscinia	Russia
1934937096	Emberiza citrinella	Russia
1934937100	Luscinia luscinia	Russia
1934937107	Emberiza hortulana	Russia
1934937115	Saxicola rubetra	Russia
1934937119	Emberiza citrinella	Russia
1934937126	Luscinia luscinia	Russia
1934937128	Anthus trivialis	Russia
1934937129	Acrocephalus dumetorum	Russia
1934937134	Turdus pilaris	Russia
1934937136	Sylvia curruca	Russia
1934937138	Acrocephalus dumetorum	Russia
1934937139	Ficedula albicollis	Russia
1934937143	Hirundo rustica	Russia
1934937152	Emberiza hortulana	Russia
1934937154	Anthus trivialis	Russia
1934937159	Haematopus ostralegus	Russia
1934937160	Phylloscopus trochilus	Russia
1934937162	Carpodacus erythrinus	Russia
1934937163	Phylloscopus trochiloides	Russia
1934937166	Phylloscopus trochiloides	Russia
1934937187	Alauda arvensis	Russia
1934937189	Acrocephalus arundinaceus	Russia
1934937203	Corvus cornix	Russia
1934937206	Emberiza schoeniclus	Russia
1934937211	Corvus cornix	Russia
1934937219	Sylvia curruca	Russia
1934937227	Acrocephalus arundinaceus	Russia
1934937228	Corvus corax	Russia
1934937229	Acrocephalus arundinaceus	Russia
1934937238	Xenus cinereus	Russia
1934937239	Acrocephalus arundinaceus	Russia
1934937241	Fringilla coelebs	Russia
1934937250	Acrocephalus arundinaceus	Russia
1934937255	Larus canus	Russia
1934937264	Larus canus	Russia
1934937272	Acrocephalus arundinaceus	Russia
1934937286	Acrocephalus arundinaceus	Russia
1934937307	Larus canus	Russia
1934937323	Carpodacus erythrinus	Russia
1934939099	Sterna hirundo	Russia
1934939125	Luscinia luscinia	Russia
1934939130	Sterna hirundo	Russia
1934939150	Acrocephalus schoenobaenus	Russia
1934939163	Sterna hirundo	Russia
1934939165	Motacilla alba	Russia
1934939181	Luscinia luscinia	Russia
1934939182	Motacilla alba	Russia
1934939185	Larus canus	Russia
1934939187	Motacilla alba	Russia
1934939199	Motacilla alba	Russia
1934939200	Sterna hirundo	Russia
1934939205	Emberiza schoeniclus	Russia
1934939208	Larus canus	Russia
1934939215	Motacilla alba	Russia
1934939224	Sterna hirundo	Russia
1934942139	Anthus cervinus	Russia
1934942186	Tringa nebularia	Russia
1934942193	Rallus aquaticus	Russia
1934942198	Larus ridibundus	Russia
1934942211	Crex crex	Russia
1934942217	Larus ridibundus	Russia
1934942240	Larus ridibundus	Russia
1934945470	Ficedula parva	Russia
1934945547	Ficedula parva	Russia
1934945601	Ficedula parva	Russia
1934946877	Anthus hodgsoni	Russia
1934947353	Emberiza citrinella	Russia
1934950778	Vanellus vanellus	Russia
1934951277	Sylvia curruca	Russia
1934951281	Luscinia luscinia	Russia
1934951288	Sylvia curruca	Russia
1934951290	Erithacus rubecula	Russia
1934951294	Coloeus monedula	Russia
1934951297	Sylvia curruca	Russia
1934951299	Turdus philomelos	Russia
1934951300	Sylvia borin	Russia
1934951309	Apus apus	Russia
1934951311	Pica pica	Russia
1934951313	Turdus iliacus	Russia
1934951314	Turdus iliacus	Russia
1934951317	Motacilla alba	Russia
1934951318	Apus apus	Russia
1934951320	Sylvia communis	Russia
1934951327	Erithacus rubecula	Russia
1934951329	Coloeus monedula	Russia
1934951333	Erithacus rubecula	Russia
1934951338	Hippolais icterina	Russia
1934951341	Turdus merula	Russia
1934951342	Hippolais icterina	Russia
1934951345	Apus apus	Russia
1934951349	Pica pica	Russia
1934951363	Luscinia luscinia	Russia
1934951364	Sylvia curruca	Russia
1934951389	Phylloscopus collybita	Russia
1934951393	Dendrocopos major	Russia
1934951394	Pica pica	Russia
1934951396	Turdus philomelos	Russia
1934951397	Sylvia curruca	Russia
1934951398	Turdus merula	Russia
1934951407	Picus canus	Russia
1934951408	Motacilla alba	Russia
1934951413	Turdus merula	Russia
1934951426	Fringilla coelebs	Russia
1934951440	Turdus philomelos	Russia
1934951522	Turdus philomelos	Russia
1934951523	Turdus philomelos	Russia
1934951534	Periparus ater	Russia
1934951611	Turdus philomelos	Russia
1934953842	Garrulus glandarius	Russia
1934953960	Corvus cornix	Russia
1934954008	Accipiter gentilis	Russia
1934954017	Corvus cornix	Russia
1934954042	Accipiter gentilis	Russia
1934954123	Poecile palustris	Russia
1934954135	Cyanistes caeruleus	Russia
1934954196	Poecile palustris	Russia
1934954435	Cyanistes caeruleus	Russia
1934954478	Pica pica	Russia
1934954486	Cyanistes caeruleus	Russia
1934954494	Pica pica	Russia
1934954501	Poecile palustris	Russia
1934954510	Poecile palustris	Russia
1934954515	Poecile palustris	Russia
1934954539	Numenius arquata	Russia
1934954551	Poecile palustris	Russia
1934954559	Poecile palustris	Russia
1934954857	Picus canus	Russia
1934954959	Aegithalos caudatus	Russia
1934955098	Tringa ochropus	Russia
1934955112	Dendrocopos leucotos	Russia
1934955123	Garrulus glandarius	Russia
1934955124	Motacilla alba	Russia
1934955137	Emberiza rustica	Russia
1934955152	Motacilla alba	Russia
1934955162	Emberiza rustica	Russia
1934955177	Tringa ochropus	Russia
1934955195	Dendrocopos leucotos	Russia
1934955201	Emberiza rustica	Russia
1934955219	Spinus spinus	Russia
1934955235	Emberiza rustica	Russia
1934955245	Turdus viscivorus	Russia
1934955264	Passer montanus	Russia
1934955277	Lophophanes cristatus	Russia
1934955287	Turdus viscivorus	Russia
1934955289	Lophophanes cristatus	Russia
1934955315	Poecile montanus	Russia
1934955318	Dryocopus martius	Russia
1934955319	Lophophanes cristatus	Russia
1934955324	Spinus spinus	Russia
1934955328	Dryocopus martius	Russia
1934955330	Parus major	Russia
1934955331	Lophophanes cristatus	Russia
1934955336	Linaria cannabina	Russia
1934955339	Dryocopus martius	Russia
1934955341	Dryocopus martius	Russia
1934955342	Poecile montanus	Russia
1934955344	Parus major	Russia
1934955353	Passer montanus	Russia
1934955360	Passer montanus	Russia
1934955362	Pica pica	Russia
1934955363	Lophophanes cristatus	Russia
1934955376	Lophophanes cristatus	Russia
1934955383	Emberiza citrinella	Russia
1934955385	Certhia familiaris	Russia
1934955387	Spinus spinus	Russia
1934955388	Emberiza citrinella	Russia
1934955391	Lophophanes cristatus	Russia
1934955399	Periparus ater	Russia
1934955407	Spinus spinus	Russia
1934955408	Linaria cannabina	Russia
1934955411	Picus canus	Russia
1934955414	Dryocopus martius	Russia
1934955418	Picus canus	Russia
1934955425	Passer montanus	Russia
1934955426	Dryocopus martius	Russia
1934955433	Tetrastes bonasia	Russia
1934955442	Spinus spinus	Russia
1934955443	Periparus ater	Russia
1934956254	Fulica atra	Russia
1934956290	Parus major	Russia
1934956309	Fulica atra	Russia
1934956310	Fulica atra	Russia
1934956311	Fulica atra	Russia
1934956319	Fulica atra	Russia
1934956323	Motacilla alba	Russia
1934956327	Larus ridibundus	Russia
1934956329	Turdus pilaris	Russia
1934956330	Regulus regulus	Russia
1934956333	Fulica atra	Russia
1934956338	Regulus regulus	Russia
1934956339	Sturnus vulgaris	Russia
1934956341	Fringilla coelebs	Russia
1934956344	Fringilla coelebs	Russia
1934956345	Fulica atra	Russia
1934956346	Corvus frugilegus	Russia
1934956348	Bubo bubo	Russia
1934956350	Fulica atra	Russia
1934956353	Larus ridibundus	Russia
1934956354	Alauda arvensis	Russia
1934956356	Carduelis carduelis	Russia
1934956363	Regulus regulus	Russia
1934956375	Fringilla coelebs	Russia
1934956376	Regulus regulus	Russia
1934956380	Chloris chloris	Russia
1934956381	Parus major	Russia
1934956384	Rallus aquaticus	Russia
1934956388	Larus ridibundus	Russia
1934956390	Passer domesticus	Russia
1934956391	Carduelis carduelis	Russia
1934956396	Parus major	Russia
1934956397	Fringilla coelebs	Russia
1934956405	Turdus philomelos	Russia
1934956408	Turdus pilaris	Russia
1934956410	Regulus regulus	Russia
1934956613	Turdus merula	Russia
1934956615	Turdus iliacus	Russia
1934956621	Turdus philomelos	Russia
1934956629	Turdus philomelos	Russia
1934956649	Phylloscopus collybita	Russia
1934956652	Phylloscopus collybita	Russia
1934956656	Sturnus vulgaris	Russia
1934956663	Anas platyrhynchos	Russia
1934956666	Turdus philomelos	Russia
1934956694	Turdus philomelos	Russia
1934956695	Turdus iliacus	Russia
1934956697	Corvus frugilegus	Russia
1934956700	Turdus philomelos	Russia
1934956706	Turdus philomelos	Russia
1934956715	Luscinia svecica	Russia
1934956721	Luscinia svecica	Russia
1934956722	Pyrrhula pyrrhula	Russia
1934956726	Turdus merula	Russia
1934956727	Turdus philomelos	Russia
1934956728	Corvus frugilegus	Russia
1934956730	Cuculus canorus	Russia
1934956737	Turdus merula	Russia
1934956739	Turdus pilaris	Russia
1934956743	Turdus iliacus	Russia
1934956744	Remiz pendulinus	Russia
1934956745	Phylloscopus trochilus	Russia
1934956746	Turdus iliacus	Russia
1934956754	Phylloscopus trochilus	Russia
1934956756	Phylloscopus collybita	Russia
1934956761	Phylloscopus trochilus	Russia
1934956779	Spinus spinus	Russia
1934956783	Remiz pendulinus	Russia
1934956807	Phylloscopus trochilus	Russia
1934956811	Spinus spinus	Russia
1934956816	Spinus spinus	Russia
1934956817	Remiz pendulinus	Russia
1934956818	Phylloscopus trochilus	Russia
1934956819	Turdus philomelos	Russia
1934956827	Phylloscopus sibillatrix	Russia
1934956855	Scolopax rusticola	Russia
1934956859	Phylloscopus collybita	Russia
1934956867	Turdus philomelos	Russia
1934956870	Dendrocopos major	Russia
1934956875	Dendrocopos minor	Russia
1934957137	Anthus trivialis	Russia
1934957150	Anthus trivialis	Russia
1934957151	Turdus philomelos	Russia
1934957153	Alauda arvensis	Russia
1934957163	Dendrocopos leucotos	Russia
1934957165	Emberiza citrinella	Russia
1934957167	Anthus trivialis	Russia
1934957175	Scolopax rusticola	Russia
1934957181	Emberiza citrinella	Russia
1934957187	Alauda arvensis	Russia
1934957191	Cyanistes caeruleus	Russia
1934957195	Dendrocopos leucotos	Russia
1934957198	Cuculus canorus	Russia
1934957200	Phoenicurus phoenicurus	Russia
1934957203	Luscinia svecica	Russia
1934957204	Haematopus ostralegus	Russia
1934957206	Anthus trivialis	Russia
1934957209	Anthus trivialis	Russia
1934957212	Phylloscopus trochilus	Russia
1934957213	Emberiza citrinella	Russia
1934957214	Scolopax rusticola	Russia
1934957215	Emberiza citrinella	Russia
1934957216	Turdus merula	Russia
1934957217	Emberiza citrinella	Russia
1934957218	Anthus trivialis	Russia
1934957223	Phylloscopus collybita	Russia
1934957227	Turdus philomelos	Russia
1934957228	Phylloscopus trochilus	Russia
1934957231	Motacilla flava	Russia
1934957232	Porzana porzana	Russia
1934957235	Anthus trivialis	Russia
1934957236	Anthus trivialis	Russia
1934957237	Phylloscopus trochilus	Russia
1934957240	Dendrocopos major	Russia
1934957241	Ficedula hypoleuca	Russia
1934957242	Erithacus rubecula	Russia
1934957244	Chloris chloris	Russia
1934957245	Scolopax rusticola	Russia
1934957246	Anthus trivialis	Russia
1934957254	Turdus iliacus	Russia
1934957256	Turdus philomelos	Russia
1934957258	Anthus trivialis	Russia
1934957259	Emberiza citrinella	Russia
1934957260	Anthus trivialis	Russia
1934957262	Turdus philomelos	Russia
1934957263	Phylloscopus collybita	Russia
1934957268	Ficedula hypoleuca	Russia
1934957269	Phoenicurus phoenicurus	Russia
1934957274	Anthus trivialis	Russia
1934957275	Emberiza citrinella	Russia
1934957279	Porzana porzana	Russia
1934957280	Motacilla alba	Russia
1934957281	Cyanistes caeruleus	Russia
1934957290	Phylloscopus collybita	Russia
1934957294	Corvus corax	Russia
1934957296	Luscinia svecica	Russia
1934957299	Periparus ater	Russia
1934957300	Emberiza citrinella	Russia
1934957305	Phylloscopus collybita	Russia
1934957308	Motacilla flava	Russia
1934957309	Acrocephalus schoenobaenus	Russia
1934957312	Turdus philomelos	Russia
1934957316	Acrocephalus schoenobaenus	Russia
1934957317	Acrocephalus palustris	Russia
1934957318	Cyanistes caeruleus	Russia
1934957322	Turdus iliacus	Russia
1934957323	Phylloscopus collybita	Russia
1934957326	Acrocephalus schoenobaenus	Russia
1934957331	Spinus spinus	Russia
1934957335	Acrocephalus palustris	Russia
1934957340	Acrocephalus palustris	Russia
1934957342	Acrocephalus schoenobaenus	Russia
1934957344	Phoenicurus phoenicurus	Russia
1934957355	Acrocephalus schoenobaenus	Russia
1934957359	Alauda arvensis	Russia
1934957362	Acrocephalus palustris	Russia
1934957363	Alauda arvensis	Russia
1934957373	Sylvia communis	Russia
1934957374	Anthus trivialis	Russia
1934957377	Locustella naevia	Russia
1934957379	Acrocephalus palustris	Russia
1934957380	Emberiza citrinella	Russia
1934957383	Emberiza schoeniclus	Russia
1934957386	Anthus trivialis	Russia
1934957387	Alauda arvensis	Russia
1934957388	Acrocephalus palustris	Russia
1934957389	Acrocephalus schoenobaenus	Russia
1934957404	Locustella naevia	Russia
1934957405	Podiceps cristatus	Russia
1934957406	Botaurus stellaris	Russia
1934957409	Emberiza hortulana	Russia
1934957411	Sylvia communis	Russia
1934957415	Motacilla flava	Russia
1934957419	Phylloscopus trochilus	Russia
1934957420	Botaurus stellaris	Russia
1934957422	Emberiza hortulana	Russia
1934957423	Motacilla flava	Russia
1934957424	Alauda arvensis	Russia
1934957425	Aegithalos caudatus	Russia
1934957426	Emberiza schoeniclus	Russia
1934957427	Anthus trivialis	Russia
1934957429	Sylvia communis	Russia
1934957430	Motacilla flava	Russia
1934957431	Phylloscopus collybita	Russia
1934957433	Emberiza citrinella	Russia
1934957434	Cyanistes caeruleus	Russia
1934957435	Phylloscopus collybita	Russia
1934957436	Podiceps cristatus	Russia
1934957440	Emberiza citrinella	Russia
1934957442	Motacilla flava	Russia
1934957444	Emberiza citrinella	Russia
1934957445	Anthus trivialis	Russia
1934957446	Motacilla flava	Russia
1934957447	Locustella naevia	Russia
1934957448	Emberiza schoeniclus	Russia
1934957449	Locustella naevia	Russia
1934957450	Corvus cornix	Russia
1934957451	Alauda arvensis	Russia
1934957452	Motacilla flava	Russia
1934957453	Sylvia communis	Russia
1934957454	Emberiza hortulana	Russia
1934957456	Fringilla coelebs	Russia
1934957457	Motacilla flava	Russia
1934957458	Motacilla flava	Russia
1934957461	Phylloscopus collybita	Russia
1934957462	Phylloscopus collybita	Russia
1934957466	Motacilla flava	Russia
1934957467	Podiceps cristatus	Russia
1934957470	Cyanistes caeruleus	Russia
1934957471	Emberiza hortulana	Russia
1934957474	Motacilla flava	Russia
1934957475	Alauda arvensis	Russia
1934957476	Phylloscopus collybita	Russia
1934957478	Phylloscopus collybita	Russia
1934957479	Anthus trivialis	Russia
1934957481	Periparus ater	Russia
1934957482	Cyanistes caeruleus	Russia
1934957484	Motacilla flava	Russia
1934957485	Fringilla coelebs	Russia
1934957486	Emberiza citrinella	Russia
1934957489	Motacilla flava	Russia
1934957491	Periparus ater	Russia
1934957492	Ficedula hypoleuca	Russia
1934957497	Emberiza hortulana	Russia
1934957498	Turdus pilaris	Russia
1934957500	Phylloscopus collybita	Russia
1934957501	Emberiza schoeniclus	Russia
1934957508	Motacilla flava	Russia
1934957509	Phylloscopus collybita	Russia
1934957513	Podiceps cristatus	Russia
1934957514	Turdus philomelos	Russia
1934957516	Ficedula hypoleuca	Russia
1934957519	Fringilla coelebs	Russia
1934957523	Phylloscopus collybita	Russia
1934957524	Turdus iliacus	Russia
1934957525	Motacilla flava	Russia
1934957526	Sylvia borin	Russia
1934957530	Turdus pilaris	Russia
1934957534	Motacilla flava	Russia
1934957535	Aegithalos caudatus	Russia
1934957536	Saxicola rubetra	Russia
1934957537	Turdus philomelos	Russia
1934957538	Saxicola rubetra	Russia
1934957539	Turdus pilaris	Russia
1934957544	Motacilla flava	Russia
1934957545	Alauda arvensis	Russia
1934957547	Poecile montanus	Russia
1934957548	Periparus ater	Russia
1934957549	Alauda arvensis	Russia
1934957552	Sylvia curruca	Russia
1934957553	Motacilla flava	Russia
1934957555	Locustella fluviatilis	Russia
1934957557	Phylloscopus trochiloides	Russia
1934957558	Phylloscopus collybita	Russia
1934957562	Locustella naevia	Russia
1934957563	Turdus pilaris	Russia
1934957564	Alauda arvensis	Russia
1934957565	Carpodacus erythrinus	Russia
1934957572	Sylvia atricapilla	Russia
1934957574	Ficedula hypoleuca	Russia
1934957578	Luscinia svecica	Russia
1934957579	Sylvia borin	Russia
1934957584	Locustella naevia	Russia
1934957587	Turdus merula	Russia
1934957588	Cyanistes caeruleus	Russia
1934957590	Phylloscopus collybita	Russia
1934957592	Emberiza schoeniclus	Russia
1934957593	Carpodacus erythrinus	Russia
1934957596	Acrocephalus dumetorum	Russia
1934957601	Luscinia svecica	Russia
1934957607	Luscinia luscinia	Russia
1934957608	Sylvia atricapilla	Russia
1934957610	Acrocephalus dumetorum	Russia
1934957617	Ficedula albicollis	Russia
1934957618	Phylloscopus trochiloides	Russia
1934957620	Saxicola rubetra	Russia
1934957623	Emberiza citrinella	Russia
1934957624	Turdus philomelos	Russia
1934957628	Turdus iliacus	Russia
1934957641	Sylvia curruca	Russia
1934957642	Turdus pilaris	Russia
1934957649	Carpodacus erythrinus	Russia
1934957654	Turdus merula	Russia
1934957656	Saxicola rubetra	Russia
1934957659	Ficedula hypoleuca	Russia
1934957677	Turdus iliacus	Russia
1934957735	Turdus iliacus	Russia
1934957772	Turdus iliacus	Russia
1934957795	Locustella luscinioides	Russia
1934957815	Acrocephalus palustris	Russia
1934957816	Ficedula albicollis	Russia
1934957845	Pica pica	Russia
1934957849	Acrocephalus palustris	Russia
1934957852	Locustella luscinioides	Russia
1934957857	Turdus iliacus	Russia
1934957861	Rallus aquaticus	Russia
1934957863	Sylvia borin	Russia
1934957865	Turdus iliacus	Russia
1934957876	Ficedula albicollis	Russia
1934957880	Larus ridibundus	Russia
1934957901	Locustella luscinioides	Russia
1934957938	Anthus pratensis	Russia
1934958011	Saxicola rubetra	Russia
1934958023	Anthus pratensis	Russia
1934958049	Anthus pratensis	Russia
1934958052	Anthus pratensis	Russia
1934958054	Saxicola rubetra	Russia
1934958055	Saxicola rubetra	Russia
1934958057	Turdus iliacus	Russia
1934958072	Saxicola rubetra	Russia
1934958088	Turdus iliacus	Russia
1934958160	Sylvia curruca	Russia
1934958200	Oriolus oriolus	Russia
1934958236	Phoenicurus ochruros	Russia
1934958259	Erithacus rubecula	Russia
1934958336	Phylloscopus collybita	Russia
1934958359	Motacilla cinerea	Russia
1934958365	Motacilla cinerea	Russia
1934958385	Motacilla cinerea	Russia
1934958404	Motacilla cinerea	Russia
1934958637	Phylloscopus trochiloides	Russia
